Food code;Main food description;WWEIA Category number;WWEIA Category description;Energy (kcal);Protein (g);Carbohydrate (g);"Sugars, total (g)";Fiber, total dietary (g);Total Fat (g);Fatty acids, total saturated (g);Fatty acids, total monounsaturated (g);Fatty acids, total polyunsaturated (g);Cholesterol (mg);Retinol (mcg);Vitamin A, RAE (mcg_RAE);Carotene, alpha (mcg);Carotene, beta (mcg);Cryptoxanthin, beta (mcg);Lycopene (mcg);Lutein + zeaxanthin (mcg);Thiamin (mg);Riboflavin (mg);Niacin (mg);Vitamin B-6 (mg);Folic acid (mcg);Folate, food (mcg);Folate, DFE (mcg_DFE);Folate, total (mcg);Choline, total (mg);Vitamin B-12 (mcg);"Vitamin B-12, added (mcg)";Vitamin C (mg);Vitamin D (D2 + D3) (mcg);Vitamin E (alpha-tocopherol) (mg);"Vitamin E, added (mg)";Vitamin K (phylloquinone) (mcg);Calcium (mg);Phosphorus (mg);Magnesium (mg);"Iron (mg)";"Zinc (mg)";Copper (mg);Selenium (mcg);Potassium (mg);Sodium (mg);Caffeine (mg);Theobromine (mg);Alcohol (g);"4:0 (g)";"6:0(g)";"8:0(g)";"10:0(g)";"12:0(g)";"14:0(g)";"16:0(g)";"18:0(g)";"16:1(g)";"18:1(g)";"20:1(g)";"22:1(g)";"18:2(g)";"18:3(g)";"18:4(g)";"20:4(g)";"20:5 n-3(g)";"22:5 n-3(g)";"22:6 n-3(g)";"Water(g)"
26133100;Porgy, raw;2402;Fish;105;18.88;0;0;0;2.73;0.64;0.56;1.03;52;27;27;0;0;0;0;0;0.11;0.1;4.1;0.3;0;15;15;15;65;1.4;0;0;1.2;0.5;0;0.1;40;185;23;0.53;0.48;0.051;36.5;287;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.039;0.008;0.018;0.1;0.104;0.132;0.53;75.37
26133110;Porgy, cooked, NS as to cooking method;2402;Fish;162;23.08;0.1;0.04;0;7.11;1.299;2.265;2.813;64;30;30;0;0;0;0;0;0.121;0.116;4.762;0.331;0;17;17;17;79.5;1.54;0;0.5;1.5;1.06;0;4.6;49;226;28;0.66;0.59;0.063;44.6;352;364;0;0;0;0;0;0;0;0;0;0.368;0.121;0.013;1.55;0.015;0;1.41;0.201;0.022;0.122;0.127;0.161;0.648;65.21
26133120;Porgy, baked or broiled, fat added;2402;Fish;162;23.08;0.1;0.04;0;7.11;1.299;2.265;2.813;64;30;30;0;0;0;0;0;0.121;0.116;4.762;0.331;0;17;17;17;79.5;1.54;0;0.5;1.5;1.06;0;4.6;49;226;28;0.66;0.59;0.063;44.6;352;364;0;0;0;0;0;0;0;0;0;0.368;0.121;0.013;1.55;0.015;0;1.41;0.201;0.022;0.122;0.127;0.161;0.648;65.21
26133121;Porgy, baked or broiled, no added fat;2402;Fish;133;23.78;0.1;0.04;0;3.44;0.807;0.705;1.297;65;31;31;0;0;0;0;0;0.125;0.12;4.907;0.341;0;17;17;17;81.9;1.59;0;0.5;1.5;0.63;0;0.1;51;233;29;0.67;0.6;0.064;46;363;375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.049;0.01;0.023;0.126;0.131;0.166;0.667;68.04
26133130;Porgy, coated, baked or broiled, fat added;2402;Fish;216;19.91;12.51;1.1;0.6;9.03;1.633;3.07;3.529;50;30;30;0;1;0;0;2;0.209;0.171;4.544;0.269;13;16;39;29;64.2;1.24;0;0;1.3;1.16;0;7.5;68;207;28;1.26;0.67;0.08;39.1;312;337;0;0;0;0.005;0.004;0.003;0.007;0.008;0.024;0.692;0.249;0.024;2.503;0.024;0;2.297;0.316;0.017;0.094;0.097;0.123;0.494;54.77
26133131;Porgy, coated, baked or broiled, no added fat;2402;Fish;173;20.84;13.1;1.15;0.6;3.43;0.886;0.69;1.212;52;31;31;0;1;0;0;2;0.219;0.179;4.758;0.282;14;17;40;31;67.2;1.3;0;0;1.3;0.5;0;0.8;72;217;29;1.31;0.7;0.083;40.9;326;353;0;0;0;0.006;0.004;0.003;0.007;0.008;0.025;0.136;0.067;0.004;0.144;0;0;0.228;0.025;0.018;0.098;0.102;0.129;0.518;58.67
26133140;Porgy, coated, fried;2402;Fish;234;19.11;9.85;0.88;0.6;12.66;2.196;4.61;4.928;79;35;35;0;0;1;0;48;0.181;0.171;4.316;0.261;7;17;29;24;80.9;1.19;0;0;1.2;1.56;0;11.4;65;199;27;1.29;0.73;0.086;37.5;285;367;0;0;0;0;0;0;0.001;0;0.003;1.151;0.427;0.05;4.04;0.038;0;3.581;0.478;0.015;0.103;0.089;0.113;0.458;54.74
26133160;Porgy, steamed or poached;2402;Fish;132;23.74;0;0;0;3.43;0.805;0.704;1.295;65;27;27;0;0;0;0;0;0.111;0.113;4.382;0.302;0;15;15;15;81.7;1.5;0;0;1.5;0.63;0;0.1;51;209;26;0.67;0.6;0.064;45.9;307;369;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.049;0.01;0.023;0.126;0.131;0.166;0.666;68.2
26135110;Ray, cooked, NS as to cooking method;2402;Fish;193;25.65;0.1;0.04;0;9.29;1.647;3.79;3.015;62;77;77;0;0;0;0;0;0.047;0.072;3.413;0.441;0;3;3;3;79.5;1.64;0;0.5;0.7;1.67;0;4.6;42;257;60;1.03;0.53;0.041;44.6;197;409;0;0;0;0;0;0;0;0;0.098;1.256;0.264;0.323;2.747;0.34;0.379;1.456;0.226;0.038;0.132;0.386;0.133;0.644;63.02
26135120;Ray, baked or broiled, fat added;2402;Fish;193;25.65;0.1;0.04;0;9.29;1.647;3.79;3.015;62;77;77;0;0;0;0;0;0.047;0.072;3.413;0.441;0;3;3;3;79.5;1.64;0;0.5;0.7;1.67;0;4.6;42;257;60;1.03;0.53;0.041;44.6;197;409;0;0;0;0;0;0;0;0;0.098;1.256;0.264;0.323;2.747;0.34;0.379;1.456;0.226;0.038;0.132;0.386;0.133;0.644;63.02
26135121;Ray, baked or broiled, no added fat;2402;Fish;164;26.43;0.1;0.04;0;5.68;1.165;2.277;1.505;64;79;79;0;0;0;0;0;0.048;0.074;3.516;0.454;0;4;4;4;81.9;1.69;0;0.5;0.8;1.26;0;0.1;43;265;62;1.06;0.54;0.042;46;203;422;0;0;0;0;0;0;0;0;0.101;0.914;0.147;0.319;1.233;0.335;0.39;0.096;0.035;0.039;0.136;0.398;0.137;0.664;65.79
26135130;Ray, coated, baked or broiled, fat added;2402;Fish;239;21.86;12.51;1.1;0.6;10.69;1.899;4.234;3.682;49;66;66;0;1;0;0;2;0.152;0.137;3.515;0.353;13;6;29;19;64.2;1.32;0;0;0.7;1.62;0;7.5;63;230;52;1.55;0.62;0.063;39.1;193;372;0;0;0;0.005;0.004;0.003;0.007;0.008;0.099;1.369;0.358;0.26;3.416;0.272;0.289;2.332;0.335;0.029;0.101;0.295;0.102;0.492;53.1
26135131;Ray, coated, baked or broiled, no added fat;2402;Fish;197;22.89;13.1;1.15;0.6;5.17;1.164;1.909;1.373;51;69;69;0;1;0;0;2;0.159;0.144;3.68;0.37;14;6;30;20;67.2;1.38;0;0;0.7;0.99;0;0.8;66;241;55;1.62;0.65;0.066;40.9;202;389;0;0;0;0.006;0.004;0.003;0.007;0.008;0.103;0.845;0.182;0.251;1.1;0.26;0.303;0.264;0.045;0.03;0.106;0.309;0.107;0.515;56.92
26135140;Ray, coated, fried;2402;Fish;255;20.9;9.85;0.88;0.6;14.18;2.439;5.676;5.068;79;66;66;0;0;1;0;48;0.132;0.14;3.324;0.337;7;8;20;15;80.9;1.26;0;0;0.7;1.98;0;11.4;60;220;49;1.56;0.69;0.07;37.5;177;399;0;0;0;0;0;0;0.001;0;0.072;1.771;0.527;0.266;4.875;0.265;0.265;3.612;0.496;0.026;0.11;0.27;0.094;0.455;53.22
26135160;Ray, steamed or poached;2402;Fish;163;26.38;0;0;0;5.67;1.163;2.274;1.503;64;70;70;0;0;0;0;0;0.042;0.07;3.14;0.402;0;3;3;3;81.7;1.59;0;0;0.8;1.26;0;0.1;43;238;55;1.06;0.54;0.041;45.9;171;411;0;0;0;0;0;0;0;0;0.101;0.913;0.147;0.318;1.231;0.334;0.39;0.096;0.035;0.039;0.136;0.397;0.137;0.663;65.95
26137100;Salmon, raw;2402;Fish;127;20.5;0;0;0;4.4;0.81;1.348;0.811;46;35;35;0;0;0;0;0;0.08;0.105;7.995;0.611;0;4;4;4;94.6;4.15;0;0;10.9;0.4;0;0.4;7;261;27;0.38;0.39;0.063;31.4;366;75;0;0;0;0;0;0;0;0.003;0.203;0.472;0.102;0.18;0.63;0.449;0.047;0.081;0.047;0.072;0.014;0.182;0.047;0.333;75.52
26137110;Salmon, cooked, NS as to cooking method;2402;Fish;189;25.06;0.1;0.04;0;9.15;1.507;3.228;2.546;56;39;39;0;0;0;0;0;0.088;0.122;9.285;0.673;0;5;5;5;115.7;4.57;0;0.5;13.3;0.93;0;4.9;9;319;33;0.47;0.48;0.077;38.4;449;405;0;0;0;0;0;0;0;0.004;0.248;0.945;0.246;0.233;2.32;0.564;0.057;1.462;0.249;0.088;0.017;0.222;0.057;0.407;65.39
26137120;Salmon, baked or broiled, made with oil;2402;Fish;189;25.06;0.1;0.04;0;9.15;1.507;3.228;2.546;56;39;39;0;0;0;0;0;0.088;0.122;9.285;0.673;0;5;5;5;115.7;4.57;0;0.5;13.3;0.93;0;4.9;9;319;33;0.47;0.48;0.077;38.4;449;405;0;0;0;0;0;0;0;0.004;0.248;0.945;0.246;0.233;2.32;0.564;0.057;1.462;0.249;0.088;0.017;0.222;0.057;0.407;65.39
26137121;Salmon, baked or broiled, made with butter;2402;Fish;183;25.09;0.1;0.04;0;8.44;2.929;2.441;1.106;64;64;64;0;6;0;0;0;0.089;0.123;9.287;0.673;0;5;5;5;116.4;4.57;0;0.5;13.3;0.58;0;0.8;10;320;33;0.47;0.48;0.077;38.4;450;429;0;0;0;0.122;0.076;0.045;0.096;0.101;0.529;1.396;0.502;0.256;1.523;0.553;0.057;0.202;0.069;0.088;0.017;0.222;0.057;0.407;66
